cat,group,date,oil,water,liquid,bhp,status,start_lag,coef,is_base
P2,P,13,-0.0006427722857081,-0.0018471186313552,-0.0024898909170634,20000000.0,1.0,3.0,0.08,False
I1,I,13,,0.002533,0.002533,37869014.95279289,1.0,3.0,0.08,False
I2,I,13,,0.001267,0.001267,34033659.490318134,1.0,3.0,0.08,False
I3,I,13,,0.000304,0.000304,32523928.121351205,1.0,3.0,0.08,False
P1,P,14,-0.0008895597666627,-0.0008902986945263,-0.0017798584611891,20000000.0,1.0,3.0,0.08,False
P2,P,14,-0.0005839406506492,-0.0018899894544807,-0.00247393010513,20000000.0,1.0,3.0,0.08,False
I1,I,14,,0.002533,0.002533,37318917.083832055,1.0,3.0,0.08,False
I2,I,14,,0.001267,0.001267,33513877.274075657,1.0,3.0,0.08,False
I3,I,14,,0.000304,0.000304,31995972.375311725,1.0,3.0,0.08,False
P1,P,15,-0.0008135312840826,-0.000948723691356,-0.0017622549754387,20000000.0,1.0,3.0,0.08,False
P2,P,15,-0.0005346209715193,-0.0019260793824438,-0.0024607003539631,20000000.0,1.0,3.0,0.08,False
I1,I,15,,0.002533,0.002533,36839651.86401193,1.0,3.0,0.08,False
I2,I,15,,0.001267,0.001267,33063200.305442423,1.0,3.0,0.08,False
I3,I,15,,0.000304,0.000304,31537461.243668288,1.0,3.0,0.08,False
P1,P,16,-0.0007463526361168,-0.0010051971294448,-0.0017515497655616,20000000.0,1.0,3.0,0.08,False
P2,P,16,-0.0004924906724868,-0.0019563805369835,-0.0024488712094703,20000000.0,1.0,3.0,0.08,False
I1,I,16,,0.002533,0.002533,36414406.8991456,1.0,3.0,0.08,False
I2,I,16,,0.001267,0.001267,32665352.48554261,1.0,3.0,0.08,False
I3,I,16,,0.000304,0.000304,31131863.66890946,1.0,3.0,0.08,False
P1,P,17,-0.0006868584354174,-0.0010600252005106,-0.0017468836359281,20000000.0,1.0,3.0,0.08,False
P2,P,17,-0.0004558795853083,-0.0019813404822088,-0.0024372200675171,20000000.0,1.0,3.0,0.08,False
I1,I,17,,0.002533,0.002533,36029806.2555488,1.0,3.0,0.08,False
I2,I,17,,0.001267,0.001267,32307295.27854327,1.0,3.0,0.08,False
I3,I,17,,0.000304,0.000304,30765990.168990474,1.0,3.0,0.08,False
P1,P,18,-0.0006342435398239,-0.001112070640119,-0.001746314179943,20000000.0,1.0,3.0,0.08,False
P2,P,18,-0.0004237657047938,-0.0020013314217527,-0.0024250971265466,20000000.0,1.0,3.0,0.08,False
I1,I,18,,0.002533,0.002533,35678127.451477855,1.0,3.0,0.08,False
I2,I,18,,0.001267,0.001267,31981331.771116357,1.0,3.0,0.08,False
I3,I,18,,0.000304,0.000304,30432185.34533696,1.0,3.0,0.08,False
P1,P,19,-0.0005879924860244,-0.0011606911100189,-0.0017486835960434,20000000.0,1.0,3.0,0.08,False
P2,P,19,-0.000395434650871,-0.0020168712619897,-0.0024123059128608,20000000.0,1.0,3.0,0.08,False
I1,I,19,,0.002533,0.002533,35354830.90599971,1.0,3.0,0.08,False
I2,I,19,,0.001267,0.001267,31682876.49288927,1.0,3.0,0.08,False
I3,I,19,,0.000304,0.000304,30125937.431898866,1.0,3.0,0.08,False
P1,P,20,-0.0005475233066505,-0.0012054545372512,-0.0017529778439018,20000000.0,1.0,3.0,0.08,False
P2,P,20,-0.0003702879035621,-0.0020288340964252,-0.0023991219999874,20000000.0,1.0,3.0,0.08,False
I1,I,20,,0.002533,0.002533,35057051.40244487,1.0,3.0,0.08,False
I2,I,20,,0.001267,0.001267,31408927.79427189,1.0,3.0,0.08,False
I3,I,20,,0.000304,0.000304,29844364.49114046,1.0,3.0,0.08,False
P1,P,21,-0.0005122374275196,-0.0012460415665587,-0.0017582789940784,20000000.0,1.0,3.0,0.08,False
P2,P,21,-0.0003478381831903,-0.0020381029848215,-0.0023859411680118,20000000.0,1.0,3.0,0.08,False
I1,I,21,,0.002533,0.002533,34783035.85431231,1.0,3.0,0.08,False
I2,I,21,,0.001267,0.001267,31157594.415740203,1.0,3.0,0.08,False
I3,I,21,,0.000304,0.000304,29585696.06023635,1.0,3.0,0.08,False
P1,P,22,-0.0004814693915628,-0.001282574156208,-0.0017640435477709,20000000.0,1.0,3.0,0.08,False
P2,P,22,-0.0003277291770747,-0.0020454002487437,-0.0023731294258184,20000000.0,1.0,3.0,0.08,False
I1,I,22,,0.002533,0.002533,34531269.53436359,1.0,3.0,0.08,False
I2,I,22,,0.001267,0.001267,30927288.24969124,1.0,3.0,0.08,False
I3,I,22,,0.000304,0.000304,29348418.63826208,1.0,3.0,0.08,False
P1,P,23,-0.0004545169843713,-0.0013153139516923,-0.0017698309360636,20000000.0,1.0,3.0,0.08,False
P2,P,23,-0.0003096658367007,-0.0020513692603735,-0.0023610350970742,20000000.0,1.0,3.0,0.08,False
I1,I,23,,0.002533,0.002533,34300280.77840988,1.0,3.0,0.08,False
I2,I,23,,0.001267,0.001267,30716496.930229336,1.0,3.0,0.08,False
I3,I,23,,0.000304,0.000304,29131076.233235467,1.0,3.0,0.08,False
P1,P,24,-0.0004307966323646,-0.001344812666259,-0.0017756092986237,20000000.0,1.0,3.0,0.08,False
P2,P,24,-0.0002933988058824,-0.0020563417877817,-0.0023497405936641,20000000.0,1.0,3.0,0.08,False
I1,I,24,,0.002533,0.002533,34088231.29233544,1.0,3.0,0.08,False
I2,I,24,,0.001267,0.001267,30523434.55003595,1.0,3.0,0.08,False
I3,I,24,,0.000304,0.000304,28931879.75529761,1.0,3.0,0.08,False
P1,P,25,-0.0004097901101555,-0.0013714330855051,-0.0017812231956607,20000000.0,1.0,3.0,0.08,False
P2,P,25,-0.0002787055723744,-0.0020605702311769,-0.0023392758035514,20000000.0,1.0,3.0,0.08,False
I1,I,25,,0.002533,0.002533,33893491.63569335,1.0,3.0,0.08,False
I2,I,25,,0.001267,0.001267,30346531.70197913,1.0,3.0,0.08,False
I3,I,25,,0.000304,0.000304,28749248.9109474,1.0,3.0,0.08,False
P1,P,26,-0.0003910506936547,-0.0013955262080108,-0.0017865769016655,20000000.0,1.0,3.0,0.08,False
P2,P,26,-0.0002653751721509,-0.0020643186085723,-0.0023296937807232,20000000.0,1.0,3.0,0.08,False
I1,I,26,,0.002533,0.002533,33714450.40768633,1.0,3.0,0.08,False
I2,I,26,,0.001267,0.001267,30184235.16402047,1.0,3.0,0.08,False
I3,I,26,,0.000304,0.000304,28581617.14690518,1.0,3.0,0.08,False
P1,P,27,-0.0003741800100786,-0.0014174548792679,-0.0017916348893465,20000000.0,1.0,3.0,0.08,False
P2,P,27,-0.0002532106101213,-0.0020678061865667,-0.0023210167966881,20000000.0,1.0,3.0,0.08,False
I1,I,27,,0.002533,0.002533,33549418.25030106,1.0,3.0,0.08,False
I2,I,27,,0.001267,0.001267,30034920.651091702,1.0,3.0,0.08,False
I3,I,27,,0.000304,0.000304,28427339.703204107,1.0,3.0,0.08,False
P1,P,28,-0.0003588408281684,-0.0014375344871686,-0.001796375315337,20000000.0,1.0,3.0,0.08,False
P2,P,28,-0.0002420341417572,-0.0020711846124824,-0.0023132187542396,20000000.0,1.0,3.0,0.08,False
I1,I,28,,0.002533,0.002533,33396754.751787,1.0,3.0,0.08,False
I2,I,28,,0.001267,0.001267,29897019.30797571,1.0,3.0,0.08,False
I3,I,28,,0.000304,0.000304,28284821.058300085,1.0,3.0,0.08,False
P1,P,29,-0.0003447624604444,-0.0014560133433693,-0.0018007758038138,20000000.0,1.0,3.0,0.08,False
P2,P,29,-0.0002316972510479,-0.0020745420357513,-0.0023062392867993,20000000.0,1.0,3.0,0.08,False
I1,I,29,,0.002533,0.002533,33255009.75775283,1.0,3.0,0.08,False
I2,I,29,,0.001267,0.001267,29769152.76497856,1.0,3.0,0.08,False
I3,I,29,,0.000304,0.000304,28152655.192654207,1.0,3.0,0.08,False
P1,P,0,-0.0016212793357458,0.0,-0.0016212793357458,20000000.0,1.0,4.0,0.08,False
P2,P,0,-0.0019034995257132,0.0,-0.0019034995257132,20000000.0,1.0,4.0,0.08,False
I1,I,0,,0.002533,0.002533,40189871.29720092,1.0,4.0,0.08,False
I2,I,0,,0.001267,0.001267,36654942.34321034,1.0,4.0,0.08,False
I3,I,0,,,,,0.0,4.0,0.08,False
P1,P,1,-0.001501636314723,0.0,-0.001501636314723,20000000.0,1.0,4.0,0.08,False
P2,P,1,-0.0017470400237067,0.0,-0.0017470400237067,20000000.0,1.0,4.0,0.08,False
I1,I,1,,0.002533,0.002533,40242918.4566048,1.0,4.0,0.08,False
I2,I,1,,0.001267,0.001267,36663866.639836974,1.0,4.0,0.08,False
I3,I,1,,,,,0.0,4.0,0.08,False
P1,P,2,-0.001492829541189,0.0,-0.001492829541189,20000000.0,1.0,4.0,0.08,False
P2,P,2,-0.0017249606375624,0.0,-0.0017249606375624,20000000.0,1.0,4.0,0.08,False
I1,I,2,,0.002533,0.002533,40580299.81507061,1.0,4.0,0.08,False
I2,I,2,,0.001267,0.001267,36899162.93818008,1.0,4.0,0.08,False
I3,I,2,,,,,0.0,4.0,0.08,False
P1,P,3,-0.001512521867102,0.0,-0.001512521867102,20000000.0,1.0,4.0,0.08,False
P2,P,3,-0.0017402735244416,0.0,-0.0017402735244416,20000000.0,1.0,4.0,0.08,False
I1,I,3,,0.002533,0.002533,40828910.958140165,1.0,4.0,0.08,False
I2,I,3,,0.001267,0.001267,37084216.90147405,1.0,4.0,0.08,False
I3,I,3,,,,,0.0,4.0,0.08,False
P1,P,4,-0.0015405344529416,0.0,-0.0015405344529416,20000000.0,1.0,4.0,0.08,False
P2,P,4,-0.0017687754075148,0.0,-0.0017687754075148,20000000.0,1.0,4.0,0.08,False
I1,I,4,,0.002533,0.002533,41008433.46151792,1.0,4.0,0.08,False
I2,I,4,,0.001267,0.001267,37226562.687533855,1.0,4.0,0.08,False
I3,I,4,,,,,0.0,4.0,0.08,False
P1,P,5,-0.001701221940571,0.0,-0.001701221940571,20000000.0,1.0,4.0,0.08,False
P2,P,5,-0.0018048149650792,-7.617725528641957e-05,-0.0018809922203656,20000000.0,1.0,4.0,0.08,False
I1,I,5,,0.002533,0.002533,42173609.62786832,1.0,4.0,0.08,False
I2,I,5,,0.001267,0.001267,38319830.05023482,1.0,4.0,0.08,False
I3,I,5,,0.000304,0.000304,36795314.39819389,1.0,4.0,0.08,False
P1,P,6,-0.0018125544089491,0.0,-0.0018125544089491,20000000.0,1.0,4.0,0.08,False
P2,P,6,-0.0015978321952463,-0.0004652432556598,-0.0020630754509061,20000000.0,1.0,4.0,0.08,False
I1,I,6,,0.002533,0.002533,42510406.32244246,1.0,4.0,0.08,False
I2,I,6,,0.001267,0.001267,38586805.14296338,1.0,4.0,0.08,False
I3,I,6,,0.000304,0.000304,37055146.601757474,1.0,4.0,0.08,False
P1,P,7,-0.0018207995706548,-9.303740401006885e-06,-0.0018301033110558,20000000.0,1.0,4.0,0.08,False
P2,P,7,-0.0013753791704597,-0.0009188269500957,-0.0022942061205554,20000000.0,1.0,4.0,0.08,False
I1,I,7,,0.002533,0.002533,42317126.5731308,1.0,4.0,0.08,False
I2,I,7,,0.001267,0.001267,38342008.77218718,1.0,4.0,0.08,False
I3,I,7,,0.000304,0.000304,36845105.66080447,1.0,4.0,0.08,False
P1,P,8,-0.0016919549485972,-0.0001395668388489,-0.0018315217874461,20000000.0,1.0,4.0,0.08,False
P2,P,8,-0.0011922464819236,-0.0012644388969246,-0.0024566853788483,20000000.0,1.0,4.0,0.08,False
I1,I,8,,0.002533,0.002533,41770537.63257894,1.0,4.0,0.08,False
I2,I,8,,0.001267,0.001267,37779397.63197712,1.0,4.0,0.08,False
I3,I,8,,0.000304,0.000304,36303932.9508909,1.0,4.0,0.08,False
P1,P,9,-0.0015285154571768,-0.0003498085621426,-0.0018783240193194,20000000.0,1.0,4.0,0.08,False
P2,P,9,-0.0010381397487094,-0.0014915522773987,-0.0025296920261081,20000000.0,1.0,4.0,0.08,False
I1,I,9,,0.002533,0.002533,40965842.67376262,1.0,4.0,0.08,False
I2,I,9,,0.001267,0.001267,36993407.829533055,1.0,4.0,0.08,False
I3,I,9,,0.000304,0.000304,35519849.790537715,1.0,4.0,0.08,False
P1,P,10,-0.0013661005020149,-0.000523628749052,-0.0018897292510669,20000000.0,1.0,4.0,0.08,False
P2,P,10,-0.0009082906805111,-0.0016336183666324,-0.0025419090471436,20000000.0,1.0,4.0,0.08,False
I1,I,10,,0.002533,0.002533,40078540.140962765,1.0,4.0,0.08,False
I2,I,10,,0.001267,0.001267,36140099.37010846,1.0,4.0,0.08,False
I3,I,10,,0.000304,0.000304,34659023.47562919,1.0,4.0,0.08,False
P1,P,11,-0.0012129758277443,-0.0006511806535175,-0.0018641564812619,20000000.0,1.0,4.0,0.08,False
P2,P,11,-0.000801508135993,-0.0017270375878326,-0.0025285457238257,20000000.0,1.0,4.0,0.08,False
I1,I,11,,0.002533,0.002533,39245748.512731455,1.0,4.0,0.08,False
I2,I,11,,0.001267,0.001267,35343250.12395933,1.0,4.0,0.08,False
I3,I,11,,0.000304,0.000304,33852782.18966679,1.0,4.0,0.08,False
P1,P,12,-0.0010829419543687,-0.0007485342113807,-0.0018314761657494,20000000.0,1.0,4.0,0.08,False
P2,P,12,-0.0007145721419972,-0.0017944525270414,-0.0025090246690387,20000000.0,1.0,4.0,0.08,False
I1,I,12,,0.002533,0.002533,38511539.10018865,1.0,4.0,0.08,False
I2,I,12,,0.001267,0.001267,34643449.15832902,1.0,4.0,0.08,False
I3,I,12,,0.000304,0.000304,33143670.115877364,1.0,4.0,0.08,False
P1,P,13,-0.0009780721193359,-0.000825373766256,-0.0018034458855919,20000000.0,1.0,4.0,0.08,False
P2,P,13,-0.0006433497129715,-0.0018467899941237,-0.0024901397070952,20000000.0,1.0,4.0,0.08,False
I1,I,13,,0.002533,0.002533,37874532.66240852,1.0,4.0,0.08,False
I2,I,13,,0.001267,0.001267,34038876.37698936,1.0,4.0,0.08,False
I3,I,13,,0.000304,0.000304,32530153.91400709,1.0,4.0,0.08,False
P1,P,14,-0.0008905287626262,-0.0008893029439833,-0.0017798317066095,20000000.0,1.0,4.0,0.08,False
P2,P,14,-0.0005844333935712,-0.0018897730929614,-0.0024742064865326,20000000.0,1.0,4.0,0.08,False
I1,I,14,,0.002533,0.002533,37323994.42998276,1.0,4.0,0.08,False
I2,I,14,,0.001267,0.001267,33518666.18979214,1.0,4.0,0.08,False
I3,I,14,,0.000304,0.000304,32001556.08681693,1.0,4.0,0.08,False
P1,P,15,-0.0008144053259913,-0.0009477772010475,-0.0017621825270388,20000000.0,1.0,4.0,0.08,False
P2,P,15,-0.0005350456513296,-0.0019259421900748,-0.0024609878414045,20000000.0,1.0,4.0,0.08,False
I1,I,15,,0.002533,0.002533,36844301.975803725,1.0,4.0,0.08,False
I2,I,15,,0.001267,0.001267,33067575.2941099,1.0,4.0,0.08,False
I3,I,15,,0.000304,0.000304,31542468.884268463,1.0,4.0,0.08,False
P1,P,16,-0.000747144380208,-0.0010042719249398,-0.0017514163051479,20000000.0,1.0,4.0,0.08,False
P2,P,16,-0.0004928625230295,-0.0019563066643795,-0.002449169187409,20000000.0,1.0,4.0,0.08,False
I1,I,16,,0.002533,0.002533,36418713.208543606,1.0,4.0,0.08,False
I2,I,16,,0.001267,0.001267,32669395.159469318,1.0,4.0,0.08,False
I3,I,16,,0.000304,0.000304,31136415.0113775,1.0,4.0,0.08,False
P1,P,17,-0.0006875789230852,-0.0010591227921369,-0.0017467017152222,20000000.0,1.0,4.0,0.08,False
P2,P,17,-0.0004562099252094,-0.0019813209667078,-0.0024375308919173,20000000.0,1.0,4.0,0.08,False
I1,I,17,,0.002533,0.002533,36033835.00703714,1.0,4.0,0.08,False
I2,I,17,,0.001267,0.001267,32311071.217063453,1.0,4.0,0.08,False
I3,I,17,,0.000304,0.000304,30770177.53733835,1.0,4.0,0.08,False
P1,P,18,-0.0006349045935592,-0.0011112034608279,-0.0017461080543871,20000000.0,1.0,4.0,0.08,False
P2,P,18,-0.0004240601514243,-0.0020013579849631,-0.0024254181363874,20000000.0,1.0,4.0,0.08,False
I1,I,18,,0.002533,0.002533,35681894.99328944,1.0,4.0,0.08,False
I2,I,18,,0.001267,0.001267,31984858.76821535,1.0,4.0,0.08,False
I3,I,18,,0.000304,0.000304,30436044.67149913,1.0,4.0,0.08,False
P1,P,19,-0.0005885966064781,-0.0011598548607321,-0.0017484514672102,20000000.0,1.0,4.0,0.08,False
P2,P,19,-0.0003956985870783,-0.0020169370004251,-0.0024126355875035,20000000.0,1.0,4.0,0.08,False
I1,I,19,,0.002533,0.002533,35358362.57348494,1.0,4.0,0.08,False
I2,I,19,,0.001267,0.001267,31686179.19431833,1.0,4.0,0.08,False
I3,I,19,,0.000304,0.000304,30129508.20164176,1.0,4.0,0.08,False
P1,P,20,-0.0005480729451323,-0.0012046585785604,-0.0017527315236928,20000000.0,1.0,4.0,0.08,False
P2,P,20,-0.0003705267390778,-0.0020289278966382,-0.0023994546357161,20000000.0,1.0,4.0,0.08,False
I1,I,20,,0.002533,0.002533,35060360.951035164,1.0,4.0,0.08,False
I2,I,20,,0.001267,0.001267,31412021.132754352,1.0,4.0,0.08,False
I3,I,20,,0.000304,0.000304,29847671.832348887,1.0,4.0,0.08,False
P1,P,21,-0.0005127341595976,-0.0012452912036009,-0.0017580253631986,20000000.0,1.0,4.0,0.08,False
P2,P,21,-0.0003480558613966,-0.0020382170384933,-0.00238627289989,20000000.0,1.0,4.0,0.08,False
I1,I,21,,0.002533,0.002533,34786132.20097746,1.0,4.0,0.08,False
I2,I,21,,0.001267,0.001267,31160487.59852065,1.0,4.0,0.08,False
I3,I,21,,0.000304,0.000304,29588757.582977302,1.0,4.0,0.08,False
P1,P,22,-0.000481916666124,-0.0012818649995598,-0.0017637816656839,20000000.0,1.0,4.0,0.08,False
P2,P,22,-0.0003279285409141,-0.0020455299827575,-0.0023734585236716,20000000.0,1.0,4.0,0.08,False
I1,I,22,,0.002533,0.002533,34534173.38912831,1.0,4.0,0.08,False
I2,I,22,,0.001267,0.001267,30930001.098227005,1.0,4.0,0.08,False
I3,I,22,,0.000304,0.000304,29351261.892039485,1.0,4.0,0.08,False
P1,P,23,-0.0004549209735533,-0.0013146456325376,-0.0017695666060909,20000000.0,1.0,4.0,0.08,False
P2,P,23,-0.0003098490579356,-0.0020515105529937,-0.0023613596109294,20000000.0,1.0,4.0,0.08,False
I1,I,23,,0.002533,0.002533,34303004.743959494,1.0,4.0,0.08,False
I2,I,23,,0.001267,0.001267,30719041.212856743,1.0,4.0,0.08,False
I3,I,23,,0.000304,0.000304,29133718.41056369,1.0,4.0,0.08,False
P1,P,24,-0.0004311629035037,-0.001344182569149,-0.0017753454726527,20000000.0,1.0,4.0,0.08,False
P2,P,24,-0.0002935676115065,-0.0020564911294561,-0.0023500587409627,20000000.0,1.0,4.0,0.08,False
I1,I,24,,0.002533,0.002533,34090786.13493441,1.0,4.0,0.08,False
I2,I,24,,0.001267,0.001267,30525820.37824755,1.0,4.0,0.08,False
I3,I,24,,0.000304,0.000304,28934335.65466101,1.0,4.0,0.08,False
P1,P,25,-0.0004101234870155,-0.0013708401557444,-0.0017809636427599,20000000.0,1.0,4.0,0.08,False
P2,P,25,-0.000278861504009,-0.0020607238022619,-0.0023395853062709,20000000.0,1.0,4.0,0.08,False
I1,I,25,,0.002533,0.002533,33895884.46957323,1.0,4.0,0.08,False
I2,I,25,,0.001267,0.001267,30348765.779189587,1.0,4.0,0.08,False
I3,I,25,,0.000304,0.000304,28751528.968200605,1.0,4.0,0.08,False
P1,P,26,-0.0003913563410214,-0.0013949674483205,-0.001786323789342,20000000.0,1.0,4.0,0.08,False
P2,P,26,-0.0002655201549648,-0.0020644713845271,-0.0023299915394919,20000000.0,1.0,4.0,0.08,False
I1,I,26,,0.002533,0.002533,33716692.33612854,1.0,4.0,0.08,False
I2,I,26,,0.001267,0.001267,30186328.33970136,1.0,4.0,0.08,False
I3,I,26,,0.000304,0.000304,28583735.27330435,1.0,4.0,0.08,False
P1,P,27,-0.0003744628843004,-0.0014169264548514,-0.0017913893391518,20000000.0,1.0,4.0,0.08,False
P2,P,27,-0.0002533464453412,-0.0020679547445706,-0.0023213011899119,20000000.0,1.0,4.0,0.08,False
I1,I,27,,0.002533,0.002533,33551523.14101068,1.0,4.0,0.08,False
I2,I,27,,0.001267,0.001267,30036886.298661,1.0,4.0,0.08,False
I3,I,27,,0.000304,0.000304,28429312.00947972,1.0,4.0,0.08,False
P1,P,28,-0.0003591052232274,-0.0014370323421392,-0.0017961375653666,20000000.0,1.0,4.0,0.08,False
P2,P,28,-0.000242162505759,-0.0020713270164374,-0.0023134895221964,20000000.0,1.0,4.0,0.08,False
I1,I,28,,0.002533,0.002533,33398737.827497333,1.0,4.0,0.08,False
I2,I,28,,0.001267,0.001267,29898871.94065681,1.0,4.0,0.08,False
I3,I,28,,0.000304,0.000304,28286664.48800665,1.0,4.0,0.08,False
P1,P,29,-0.0003450114979316,-0.0014555349127172,-0.0018005464106489,20000000.0,1.0,4.0,0.08,False
P2,P,29,-0.0002318192416058,-0.0020746778087591,-0.002306497050365,20000000.0,1.0,4.0,0.08,False
I1,I,29,,0.002533,0.002533,33256883.199158803,1.0,4.0,0.08,False
I2,I,29,,0.001267,0.001267,29770903.77836823,1.0,4.0,0.08,False
I3,I,29,,0.000304,0.000304,28154383.272672866,1.0,4.0,0.08,False
P1,P,0,-0.0016212793357458,0.0,-0.0016212793357458,20000000.0,1.0,22.0,0.08,False
P2,P,0,-0.0019034995257132,0.0,-0.0019034995257132,20000000.0,1.0,22.0,0.08,False
I1,I,0,,0.002533,0.002533,40189871.29720092,1.0,22.0,0.08,False
I2,I,0,,0.001267,0.001267,36654942.34321034,1.0,22.0,0.08,False
I3,I,0,,,,,0.0,22.0,0.08,False
P1,P,1,-0.001501636314723,0.0,-0.001501636314723,20000000.0,1.0,22.0,0.08,False
P2,P,1,-0.0017470400237067,0.0,-0.0017470400237067,20000000.0,1.0,22.0,0.08,False
I1,I,1,,0.002533,0.002533,40242918.4566048,1.0,22.0,0.08,False
I2,I,1,,0.001267,0.001267,36663866.639836974,1.0,22.0,0.08,False
I3,I,1,,,,,0.0,22.0,0.08,False
P1,P,2,-0.001492829541189,0.0,-0.001492829541189,20000000.0,1.0,22.0,0.08,False
P2,P,2,-0.0017249606375624,0.0,-0.0017249606375624,20000000.0,1.0,22.0,0.08,False
I1,I,2,,0.002533,0.002533,40580299.81507061,1.0,22.0,0.08,False
I2,I,2,,0.001267,0.001267,36899162.93818008,1.0,22.0,0.08,False
I3,I,2,,,,,0.0,22.0,0.08,False
P1,P,3,-0.001512521867102,0.0,-0.001512521867102,20000000.0,1.0,22.0,0.08,False
P2,P,3,-0.0017402735244416,0.0,-0.0017402735244416,20000000.0,1.0,22.0,0.08,False
I1,I,3,,0.002533,0.002533,40828910.958140165,1.0,22.0,0.08,False
I2,I,3,,0.001267,0.001267,37084216.90147405,1.0,22.0,0.08,False
I3,I,3,,,,,0.0,22.0,0.08,False
P1,P,4,-0.0015405344529416,0.0,-0.0015405344529416,20000000.0,1.0,22.0,0.08,False
P2,P,4,-0.0017687754075148,0.0,-0.0017687754075148,20000000.0,1.0,22.0,0.08,False
I1,I,4,,0.002533,0.002533,41008433.46151792,1.0,22.0,0.08,False
I2,I,4,,0.001267,0.001267,37226562.687533855,1.0,22.0,0.08,False
I3,I,4,,,,,0.0,22.0,0.08,False
P1,P,5,-0.0016533132031781,0.0,-0.0016533132031781,20000000.0,1.0,22.0,0.08,False
P2,P,5,-0.001768083750664,-6.397042410441913e-05,-0.0018320541747684,20000000.0,1.0,22.0,0.08,False
I1,I,5,,0.002533,0.002533,41577600.23982868,1.0,22.0,0.08,False
I2,I,5,,0.001267,0.001267,37735735.87040266,1.0,22.0,0.08,False
I3,I,5,,,,,0.0,22.0,0.08,False
P1,P,6,-0.0017244038092041,0.0,-0.0017244038092041,20000000.0,1.0,22.0,0.08,False
P2,P,6,-0.0015531762236197,-0.0004006694971408,-0.0019538457207606,20000000.0,1.0,22.0,0.08,False
I1,I,6,,0.002533,0.002533,41665651.06657715,1.0,22.0,0.08,False
I2,I,6,,0.001267,0.001267,37773621.47240812,1.0,22.0,0.08,False
I3,I,6,,,,,0.0,22.0,0.08,False
P1,P,7,-0.0017304310455429,-1.2936817230304054e-06,-0.0017317247272659,20000000.0,1.0,22.0,0.08,False
P2,P,7,-0.0013308473732824,-0.0008037862967118,-0.0021346336699943,20000000.0,1.0,22.0,0.08,False
I1,I,7,,0.002533,0.002533,41362394.10121459,1.0,22.0,0.08,False
I2,I,7,,0.001267,0.001267,37431027.234295,1.0,22.0,0.08,False
I3,I,7,,,,,0.0,22.0,0.08,False
P1,P,8,-0.0016151103437654,-8.223242448219831e-05,-0.0016973427682476,20000000.0,1.0,22.0,0.08,False
P2,P,8,-0.0011535169502616,-0.0011180412544051,-0.0022715582046667,20000000.0,1.0,22.0,0.08,False
I1,I,8,,0.002533,0.002533,40822330.69447494,1.0,22.0,0.08,False
I2,I,8,,0.001267,0.001267,36877466.37917666,1.0,22.0,0.08,False
I3,I,8,,,,,0.0,22.0,0.08,False
P1,P,9,-0.0014598217768642,-0.0002669317073136,-0.0017267534841778,20000000.0,1.0,22.0,0.08,False
P2,P,9,-0.0010072088577064,-0.0013311047175892,-0.0023383135752956,20000000.0,1.0,22.0,0.08,False
I1,I,9,,0.002533,0.002533,40081402.49140975,1.0,22.0,0.08,False
I2,I,9,,0.001267,0.001267,36153947.04298202,1.0,22.0,0.08,False
I3,I,9,,,,,0.0,22.0,0.08,False
P1,P,10,-0.0013117222820095,-0.0004381144091153,-0.0017498366911249,20000000.0,1.0,22.0,0.08,False
P2,P,10,-0.0008833080023865,-0.0014661838139207,-0.0023494918163073,20000000.0,1.0,22.0,0.08,False
I1,I,10,,0.002533,0.002533,39248949.67978458,1.0,22.0,0.08,False
I2,I,10,,0.001267,0.001267,35355668.99696228,1.0,22.0,0.08,False
I3,I,10,,,,,0.0,22.0,0.08,False
P1,P,11,-0.0011772157452207,-0.0005629723088268,-0.0017401880540475,20000000.0,1.0,22.0,0.08,False
P2,P,11,-0.000779954762752,-0.0015534607343648,-0.0023334154971168,20000000.0,1.0,22.0,0.08,False
I1,I,11,,0.002533,0.002533,38447910.15726566,1.0,22.0,0.08,False
I2,I,11,,0.001267,0.001267,34591962.24002269,1.0,22.0,0.08,False
I3,I,11,,,,,0.0,22.0,0.08,False
P1,P,12,-0.0010562510209768,-0.000655971997548,-0.0017122230185248,20000000.0,1.0,22.0,0.08,False
P2,P,12,-0.0006954211662259,-0.0016159069587665,-0.0023113281249925,20000000.0,1.0,22.0,0.08,False
I1,I,12,,0.002533,0.002533,37741387.50786175,1.0,22.0,0.08,False
I2,I,12,,0.001267,0.001267,33920172.90965641,1.0,22.0,0.08,False
I3,I,12,,,,,0.0,22.0,0.08,False
P1,P,13,-0.0009542894608096,-0.0007297965213632,-0.0016840859821729,20000000.0,1.0,22.0,0.08,False
P2,P,13,-0.0006264157749481,-0.0016653324648093,-0.0022917482397575,20000000.0,1.0,22.0,0.08,False
I1,I,13,,0.002533,0.002533,37135337.7242488,1.0,22.0,0.08,False
I2,I,13,,0.001267,0.001267,33345759.448623564,1.0,22.0,0.08,False
I3,I,13,,,,,0.0,22.0,0.08,False
P1,P,14,-0.0008703043296107,-0.0007904509879014,-0.0016607553175122,20000000.0,1.0,22.0,0.08,False
P2,P,14,-0.0005695205779396,-0.0017068667402559,-0.0022763873181956,20000000.0,1.0,22.0,0.08,False
I1,I,14,,0.002533,0.002533,36615767.716016464,1.0,22.0,0.08,False
I2,I,14,,0.001267,0.001267,32855237.482113708,1.0,22.0,0.08,False
